,Language,Dataset,Context,Noisy text,Normalized text,Counts
3216,Spanish,Training,@agusvaras10 aaah,buenoo,bueno,1
3217,Spanish,Training,@agusvaras10 aaah buenoo,esqe,es_que,1
3218,Spanish,Training,buenoo esqe digo,pa,para,1
3219,Spanish,Training,esqe digo pa,qe,qué,1
3220,Spanish,Training,jajajaja que lo,sepaaas,sepas,1
3221,Spanish,Training,putada yo d,romeria,romería,1
3222,Spanish,Training,yo d romeria,to,toda,1
3223,Spanish,Training,nadie le sorprenda,jajajajaj,ja,1
3224,Spanish,Training,lo hagas tu,jajajajaj,ja,1
3225,Spanish,Training,@_mariola_,esq,es_que,1
3226,Spanish,Training,naranjilla de valencia,jaajja,ja,1
3227,Spanish,Training,dios,mio,mío,1
3228,Spanish,Training,sueño por su,culpaa,culpa,1
3229,Spanish,Training,quiero entrar a,claseee,clase,1
3230,Spanish,Training,a descansar un,pokitin,poquitín,1
3231,Spanish,Training,y a las,claseeeesss,clases,1
3232,Spanish,Training,le pongan eres,maricon,maricón,1
3233,Spanish,Training,"pues nada,",tendre,tendré,1
3234,Spanish,Training,k mala suerte,coñooo,coño,1
3235,Spanish,Training,@sergiomrqz10,jajajpero,ja_pero,1
3236,Spanish,Training,@sergiomrqz10 jajajpero,esq,es_que,1
3237,Spanish,Training,por esa preciosa,llamda,llamada,1
3238,Spanish,Training,recuerda,qur,que,1
3239,Spanish,Training,@mane15amnesia @marialguacil97 @carmen19696,diiiiiiioooooooo,dios,1
3240,Spanish,Training,@marialguacil97 @carmen19696 diiiiiiioooooooo,jajjajajajajajajajajajajajajajajajajajajajajaja,ja,1
3241,Spanish,Training,defender a nuestro,pais,país,1
3242,Spanish,Training,al tipico sevillano/a,egocentrico,egocéntrico,1
3243,Spanish,Training,pienso y he,pnsao,pensado,1
3244,Spanish,Training,y he pnsao,to,toda,1
3245,Spanish,Training,es sevillano y,part,parte,1
3246,Spanish,Training,part d mis,amig@s,amigos,1
3247,Spanish,Training,d mis amig@s,tb,también,1
3248,Spanish,Training,@javier_galgero ostia !!,sii,sí,1
3249,Spanish,Training,yo te aviso,primoo,primo,1
3250,Spanish,Training,te aviso primoo,ajajajjaja,ja,1
3251,Spanish,Training,primoo ajajajjaja me,partoo,parto,1
3252,Spanish,Training,@bigmartus ola,ker,qué_es,1
3253,Spanish,Training,lo que tu,aseh,haces,1
3254,Spanish,Training,@adrianhill661 jajajaja,tssss,chis,1
3255,Spanish,Training,tssss !!! si,dspue,después,1
3256,Spanish,Training,metieron 80 goles..,asinque,así_que,1
3257,Spanish,Training,da igual todo,soi,soy,1
3258,Spanish,Training,les daba una,pa,para,1
3259,Spanish,Training,@marinnyadira me ha,faltao,faltado,1
3260,Spanish,Training,canto un duro,pa,para,1
3261,Spanish,Training,no me hace,graciiaaaaa,gracia,1
3262,Spanish,Training,@aaronlo7 jaja que,boooonico,bonico,1
3263,Spanish,Training,,ahi,ahí,1
3264,Spanish,Training,va la gorda,nenee,nene,1
3265,Spanish,Training,@juanfribenitez @99franka99 jajaja,tuu,tú,1
3266,Spanish,Training,por aludido.. es,qe,que,1
3267,Spanish,Training,centro de atención,ooogggg,oh,1
3268,Spanish,Training,esta noche no,estoi,estoy,1
3269,Spanish,Training,desde logroño se,lîa,lía,1
3270,Spanish,Training,yo la musica;),jajajajajaj,ja,1
3271,Spanish,Training,pasa tu propia,pelicula,película,1
3272,Spanish,Training,el protagonismo que,llege,llegue,1
3273,Spanish,Training,@nestur9,tendre,tendré,1
3274,Spanish,Training,creo q ya,ns,nos,1
3275,Spanish,Training,con tu foto,jajajajajjajaj,ja,1
3276,Spanish,Training,que mañana no,tenho,tengo,1
3277,Spanish,Training,#sinhambreporlavida,juum,hum,1
3278,Spanish,Training,"windows phone ,",firefoxos,firefox_os,1
3279,Spanish,Training,valla,putooo,puto,1
3280,Spanish,Training,mierda ..... q,ascoo,asco,1
3281,Spanish,Training,"hooligans , un",tio,tío,1
3282,Spanish,Training,el que se,rie,ríe,1
3283,Spanish,Training,yo me,entierrro,entierro,1
3284,Spanish,Training,playita con el,danes,danés,1
3285,Spanish,Training,esta me esta,artando,hartando,1
3286,Spanish,Training,tu no eres,jilipollas,gilipollas,1
3287,Spanish,Training,te quiero siempre,estaras,estarás,1
3288,Spanish,Training,siempre estaras con,nosotrs,nosotros,1
3289,Spanish,Training,he muerto en,rl,el,1
3290,Spanish,Training,y @raquel1209 se,rie,ríe,1
3291,Spanish,Training,se rie de,miii,mí,1
3292,Spanish,Training,,huuuuyy,uy,1
3293,Spanish,Training,@_innmaa95vp,jajaaa,ja,1
3294,Spanish,Training,@_innmaa95vp jajaaa,ija,hija,1
3295,Spanish,Training,siempre,senti,sentí,1
3296,Spanish,Training,siempre senti,cosaas,cosas,1
3297,Spanish,Training,siempre senti cosaas,qe,que,1
3298,Spanish,Training,cosaas qe el,corazon,corazón,1
3299,Spanish,Training,después de una,semama,semana,1
3300,Spanish,Training,my o algo,asin,asín,1
3301,Spanish,Training,,ps,pues,1
3302,Spanish,Training,@javimerinomusic,joe,joder,1
3303,Spanish,Training,después de la,pechá,pechada,1
3304,Spanish,Training,qué hora te,dormistes,dormiste,1
3305,Spanish,Training,a las 12,largittaa,larguita,1
3306,Spanish,Training,,despues,después,2
3307,Spanish,Training,seguir con el,dibujiito,dibujito,1
3308,Spanish,Training,sabías? soy el,má,más,1
3309,Spanish,Training,guay y el,má,más,1
3310,Spanish,Training,@adricastro6,nbeeeaaa,no_veas,1
3311,Spanish,Training,pasa a tu,ojiyo,ojillo,1
3312,Spanish,Training,verme @juananmarley mi,hermaanito,hermanito,1
3313,Spanish,Training,hermaanito me tiene,abandonaa,abandonada,1
3314,Spanish,Training,malo no es,trompezar,tropezar,1
3315,Spanish,Training,loo,exoo,echo,1
3316,Spanish,Training,loo exoo,maazooo,mazo,1
3317,Spanish,Training,loo exoo maazooo,dee,de,1
3318,Spanish,Training,exoo maazooo dee,menooss,menos,1
3319,Spanish,Training,maazooo dee menooss,puuff,puf,1
3320,Spanish,Training,oye. k pasa,aki,aquí,1
3321,Spanish,Training,vais a banda,habra,habrá,1
3322,Spanish,Training,a banda habra,ke,que,1
3323,Spanish,Training,manda; gofre y,cola-cao,cola_cao,1
3324,Spanish,Training,si quisiese lo,haria,haría,1
3325,Spanish,Training,@anadelafebravo @xemaa_14 no,quereis,queréis,1
3326,Spanish,Training,quiero,tranquileo,tranquilidad,1
3327,Spanish,Training,antes no la,queria,quería,1
3328,Spanish,Training,pero me has,alegradp,alegrado,1
3329,Spanish,Training,y yo a,tii,ti,1
3330,Spanish,Training,creo que,despues,después,1
3331,Spanish,Training,@karinbourguigno pues,sii,sí,1
3332,Spanish,Training,pues ya nos,kedan,quedan,1
3333,Spanish,Training,2 o asi,asik,así_que,1
3334,Spanish,Training,genial la verdad,ktal,qué_tal,1
3335,Spanish,Training,la verdad ktal,vosotrs,vosotros,1
3336,Spanish,Training,ktal vosotrs ??un,besitoo,besito,1
3337,Spanish,Training,de angustia sobra,jajajajajaajaja,ja,1
3338,Spanish,Training,la de hoy,cn,con,1
3339,Spanish,Training,estuve en tu,pueblooo,pueblo,1
3340,Spanish,Training,@chuskasf @nataalia10 @carmen_xd_90,guapaaa,guapa,1
3341,Spanish,Training,@carmen_xd_90 guapaaa !!ganas,pr,para,1
3342,Spanish,Training,echar unas risitas,siii,sí,1
3343,Spanish,Training,",por lo demás",nooo,no,1
3344,Spanish,Training,como mola,retwitear,retwittear,1
3345,Spanish,Training,momentos de estos,despues,después,1
3346,Spanish,Training,soy estúpido ...,bueh,bah,1
3347,Spanish,Training,tony parker 23,ptos,puntos,1
3348,Spanish,Training,ptos / 5,rbts,rebotes,1
3349,Spanish,Training,@mariomarin35 yo,tambien,también,1
3350,Spanish,Training,,alomejor,a_lo_mejor,1
3351,Spanish,Training,no nos a,pillao,pillado,1
3352,Spanish,Training,pillao todo el,chaparron,chaparrón,1
3353,Spanish,Training,chaparron corriendo @manumartinezca1,jajajajaaja,ja,1
3354,Spanish,Training,@mariaperez89 @luceromexico @lucerofanespana,pasaa,pasa,1
3355,Spanish,Training,ducha k me,akabo,acabo,1
3356,Spanish,Training,quieren quitar el,mobil,móvil,1
3357,Spanish,Training,volver al instituto...,em,eh,1
3358,Spanish,Training,al instituto... em,vereis,veréis,1
3359,Spanish,Training,", o me",gravais,grabáis,1
3360,Spanish,Training,"un tiro, no",jodais,jodáis,1
3361,Spanish,Training,jajajajajaja entonces tu,alli,allí,1
3362,Spanish,Training,q ha echo,po,por,1
3363,Spanish,Training,esa violencia que,teneis,tenéis,1
3364,Spanish,Training,vas a explotar,señooooor,señor,1
3365,Spanish,Training,@carmenccano @maria17ll,iraaaaaaa,ira,1
3366,Spanish,Training,@carmenccano @maria17ll iraaaaaaa,jajajaa,ja,1
3367,Spanish,Training,no lo contrario,jejej,je,1
3368,Spanish,Training,tu mini con,zodiac,zódiac,1
3369,Spanish,Training,los chicos son,imbeciles,imbéciles,1
3370,Spanish,Training,peliculita,cn,con,1
3371,Spanish,Training,cuevas bajas madre,mia,mía,1
3372,Spanish,Training,años pero tu,seguiras,seguirás,1
3373,Spanish,Training,ya eh? es,ke,que,1
3374,Spanish,Training,ke no aguanto,na,nada,1
3375,Spanish,Training,aguanto na ...,jajajjaja,ja,1
3376,Spanish,Training,lo q quiere,acer,hacer,1
3377,Spanish,Training,futuro no sera,nadiee,nadie,1
3378,Spanish,Training,dias!! empezamos c0n,buenn,buen,1
3379,Spanish,Training,empezamos c0n buenn,pien,pie,1
3380,Spanish,Training,a ti con,iker,íker,1
3381,Spanish,Training,@mariagm1999 jajajajaja que,tonnnntica,tontica,1
3382,Spanish,Training,clary fray. ¿has,leido,leído,1
3383,Spanish,Training,@sardinazoologic gracias x,seguime,seguirme,1
3384,Spanish,Training,@tammaruchi,esk,es_que,1
3385,Spanish,Training,@tammaruchi esk esta,empiieza,empieza,1
3386,Spanish,Training,esk esta empiieza,kn,con,1
3387,Spanish,Training,empiieza kn buen,piie,pie,1
3388,Spanish,Training,kn buen piie,sii,sí,1
3389,Spanish,Training,a mandar trabajos,diiios,dios,1
3390,Spanish,Training,mandar trabajos diiios,mioo,mío,1
3391,Spanish,Training,vacaciones la an,sentao,sentado,1
3392,Spanish,Training,sentao mu mal,jajajaj,ja,1
3393,Spanish,Training,ya sabes... ;),tequieromucho,te_quiero_mucho,1
3394,Spanish,Training,por @martasanchezgh le,vo,voy,1
3395,Spanish,Training,a dar el,fono,teléfono,1
3396,Spanish,Training,ya no puedes,qedar,quedar,1
3397,Spanish,Training,q ya esta,aqui,aquí,1
3398,Spanish,Training,@likanena,jajaj,ja,1
3399,Spanish,Training,@lucasito_18 q,coxinooooo,cochino,1
3400,Spanish,Training,", como dice",antoniojajaj,antonio_ja,1
3401,Spanish,Training,oso (; lo,cnoces,conoces,1
3402,Spanish,Training,(; lo cnoces,colegui,colega,1
3403,Spanish,Training,vas a ser,mia,mía,1
3404,Spanish,Training,hahahahahaha omg el,icon,icono,1
3405,Spanish,Training,ver una,peli,película,1
3406,Spanish,Training,morirme de sueño,fuando,cuando,1
3407,Spanish,Training,me voy al,xaaanadu,xanadú,1
3408,Spanish,Training,@melycactus,jajajaa,ja,1
3409,Spanish,Training,@mcpompis jajaja,queva,qué_va,1
3410,Spanish,Training,@mcpompis jajaja queva,queva,qué_va,1
3411,Spanish,Training,@mariarteaga90 gracias i,ninia,niña,1
3412,Spanish,Training,si t veo,muaxh,mua,1
3413,Spanish,Training,@evita_vallekas,ajajajajajaa,ja,1
3414,Spanish,Training,a descansar,wapita,guapita,1
3415,Spanish,Training,dia largo y,mñana,mañana,1
3416,Spanish,Training,hay q levantarse,cn,con,1
3417,Spanish,Training,tira en el,cesped,césped,1
3418,Spanish,Training,.. quiero verano,yaa,ya,1
3419,Spanish,Training,"""me",trayó,tragó,1
3420,Spanish,Training,la ola me,trayó,tragó,1
3421,Spanish,Training,me trayó y,pense,pensé,1
3422,Spanish,Training,,aqui,aquí,1
3423,Spanish,Training,,pufff,puf,1
3424,Spanish,Training,me parece a,miii,mí,1
3425,Spanish,Training,demasiado...oscuro ains !!!!,kiero,quiero,1
3426,Spanish,Training,ains !!!! kiero,pùrpura,púrpura,1
3427,Spanish,Training,"ay jo, el",insti,instituto,1
3428,Spanish,Training,juan carlos,noooo,no,1
3429,Spanish,Training,@lorensh98,priiimito,primito,1
3430,Spanish,Training,me felicite mi,idolo,ídolo,1
3431,Spanish,Training,vienes conmigo un,diita,diíta,1
3432,Spanish,Training,ahora mismo.. me,arrepieento,arrepiento,1
3433,Spanish,Training,,ultimamente,últimamente,1
3434,Spanish,Training,,buuueno,bueno,1
3435,Spanish,Training,buuueno,puuues,pues,1
3436,Spanish,Training,buuueno puuues llego,laa,la,1
3437,Spanish,Training,puuues llego laa,roomeeriiia,romería,1
3438,Spanish,Training,enfadada contigo!... yo,tambien,también,1
3439,Spanish,Training,tu me haces,muchisimo,muchísimo,1
3440,Spanish,Training,@irenee_90,noo,no,1
3441,Spanish,Training,tendremos que empezar,otraa,otra,1
3442,Spanish,Training,"me ayuda, mi",niññño,niño,1
3443,Spanish,Training,lluvia no tiene,pa,la,1
3444,Spanish,Training,quedado las uñas,jajajaj,ja,1
3445,Spanish,Training,,ayayayayyay,ay,1
3446,Spanish,Training,pulseritas de @patixula_abal,jijiji,ji,1
3447,Spanish,Training,si,esque,es_que,1
3448,Spanish,Training,no te lo,envie,envíe,1
3449,Spanish,Training,que,alegria,alegría,1
3450,Spanish,Training,un,diaaa,día,1
3451,Spanish,Training,un diaaa,perfectooo,perfecto,1
3452,Spanish,Training,me han propuesto...x,finnnn,fin,1
3453,Spanish,Training,propuesto...x finnnn nos,podremosss,podremos,1
3454,Spanish,Training,reir d la,vidaaa,vida,1
3455,Spanish,Training,mi hijo y,yoppp,yo,1
3456,Spanish,Training,@angelillo20ney buenas,nochess,noches,1
3457,Spanish,Training,@angelillo20ney buenas nochess,pequeñooo,pequeño,1
3458,Spanish,Training,nochess pequeñooo !!,muacks,mua,1
3459,Spanish,Training,esta que está,aqui,aquí,1
3460,Spanish,Training,la mejor y,teamo,te_amo,1
3461,Spanish,Training,mejor y teamo,muchisimo,muchísimo,1
3462,Spanish,Training,viendo #kickboxer con,pedrin,pedrín,1
3463,Spanish,Training,@isabevi97,sageraaaá,exagerada,1
3464,Spanish,Training,@meca_raulhotmai,jajajajajajajjaaj,ja,1
3465,Spanish,Training,@meca_raulhotmai jajajajajajajjaaj,kee,qué,1
3466,Spanish,Training,@meca_raulhotmai jajajajajajajjaaj kee,echoo,hecho,1
3467,Spanish,Training,jajajajajajajjaaj kee echoo,polvooooo,polvo,1
